,original text,fwd_translated,rev_translated
1672, Attempting to execute the hoedown throwdown dance once more! It's quite challenging but amusing.,¡Intentar ejecutar el baile de lanzamiento de Hoedown una vez más! Es bastante desafiante pero divertido.,Try to run the Hoedown launch dance once again! It's quite challenging but fun.
1673," ""Good evening Phil. Did you have a good day?""","""Buenas noches Phil. ¿Tuviste un buen día?""","""Good night, Phil. Did you have a good day?"""
1674, @aniskywalker have you watched Chris' interview since you replied to PrairieBureau? I haven't seen it yet.,@aniskywalker ¿has visto la entrevista de Chris desde que respondiste a PrairieBureau?,@aniskywalker have you seen Chris' interview since you responded to PrairieBureau?
1675," @Racegirl29 couldn't attend the Tweetup, but it was a successful event with a good turnout despite the rain. Outlaws? Lol.","@Racegirl29 no pudo asistir al Tweetup, pero fue un evento exitoso con una buena participación a pesar de la lluvia.","@Racegirl29 was unable to attend Tweetup, but it was a successful event with good participation despite the rain."
1676, I want to indulge in @camera_obscura but I can't because I already agreed to make something for my family tomorrow.,Quiero disfrutar de @camera_obscura pero no puedo porque ya acepté hacer algo para mi familia mañana.,I want to enjoy @camera_obscura but I can't because I already agreed to do something for my family tomorrow.
1677, @phishgirl3's vehicle has been in the repair center since the previous Thursday.,El vehículo de @phishgirl3 ha estado en el centro de reparación desde el jueves anterior.,The @phishgirl3 vehicle has been at the repair center since the previous Thursday.
1678," @tommcfly, can you confirm if you like it? We have held onto it and are hoping to present it to you during a signing or similar event.","@tommcfly, ¿puedes confirmar si te gusta? Nos hemos aferrado a él y esperamos presentártelo durante un evento de firma o similar.","@tommcfly, can you confirm if you like it? We have stuck to it and hope to present it to you during a signing event or similar."
1679," @ParadisBlanc, I'm okay. What's making you feel strange? ._","@ParadisBlanc, estoy bien. ¿Qué te hace sentir extraño?","@ParadisBlanc, I'm fine. What makes you feel strange?"
1680," @AndyTaylorSonic appreciates the remixes and is looking forward to the ""proper"" version. However, they would also like to see some pictures of your studio/setup.","@AndyTaylorSonic aprecia los remixes y espera con interés la versión ""adecuada"". Sin embargo, también les gustaría ver algunas fotos de su estudio/configuración.","@AndyTaylorSonic appreciates the remixes and looks forward to the ""appropriate"" version. However, they would also like to see some photos from their studio/configuration."
1681, Can't wait to leave work and get home today.,No puedo esperar a dejar el trabajo y llegar a casa hoy.,I can't wait to quit work and get home today.
1682, Seems like it will rain today and I am sure it will pour heavily as soon as I step outside my front door. This always happens! Today is going to be a bad day.,Parece que va a llover hoy y estoy seguro de que va a verter pesadamente tan pronto como salga de mi puerta principal. Esto siempre sucede! Hoy va a ser un mal día.,It looks like it's going to rain today and I'm sure it's going to pour heavily as soon as it comes out of my front door. This always happens! Today's going to be a bad day.
1683, DDUBFOSGIRL tweeted that her birthday falls on June 21st and it's also Father's Day. She wonders if the men in her life who are fathers will do something special for the occasion.,DDUBFOSGIRL tuiteó que su cumpleaños cae el 21 de junio y también es el Día del Padre. Se pregunta si los hombres en su vida que son padres harán algo especial para la ocasión.,DDUBFOSGIRL tweeted that his birthday falls on June 21 and it is also Father’s Day. He wonders if men in his life who are parents will do something special for the occasion.
1684," @fryfan20, to be honest, I thought you had ignored me after my emotional tweet to Stephen about Dongle. It seems that is not the case.","@fryfan20, para ser honesto, pensé que me habías ignorado después de mi tuit emocional a Stephen sobre Dongle. Parece que no es el caso.","@fryfan20, to be honest, I thought you ignored me after my emotional tweet to Stephen about Dongle. It seems that’s not the case."
1685, IvanaE expressed surprise and disappointment that something did not perform as well as they had expected.,IvanaE expresó sorpresa y decepción por que algo no funcionara tan bien como esperaban.,IvanaE expressed surprise and disappointment that something did not work as well as they expected.
1686," @littlebead's plan sounds great, can I join? Unfortunately, I won't be going on any vacations this year.","El plan de @littlebead suena genial, ¿puedo unirme? Desafortunadamente, no voy a ir de vacaciones este año.","The @little necklace plan sounds great, can I join you? Unfortunately, I’m not going on vacation this year."
1687," ""I'm thrilled that my Kindle DX is being shipped by Amazon. Yay!!!""","""Estoy encantado de que mi Kindle DX está siendo enviado por Amazon. Yay!!!""","""I am delighted that my Kindle DX is being sent by Amazon. Yay!!!"""
1688," @cjsier, it's funny you get to do that, I wish I could too.","@cjsier, es gracioso que hagas eso, me gustaría que yo también pudiera.","@cjsier, it's funny that you do that, I wish I could, too."
1689," Sorry, I haven't ordered them yet. I'm slacking haha.","Lo siento, aún no los he pedido.","I'm sorry, I haven't asked for them yet."
1690," Chicago Wine Diva noted that Michael would say that it's not porn, it's philanthropy - and found it amusing.","Chicago Wine Diva señaló que Michael diría que no es porno, es filantropía - y lo encontró divertido.","Chicago Wine Diva pointed out that Michael would say it's not porn, it's philanthropy - and found it funny."
1691," @danielshockk, I feel the same way about school. It's too overwhelming.","@danielshockk, siento lo mismo por la escuela. Es demasiado abrumador.","@danielshockk, I feel the same way about school. It’s too overwhelming."
1692," @mumswhobake I hope your child is feeling better! I haven't made brownies in a long time. I didn't have time to cook today, so I plan on making them tomorrow.","@mumswhobake Espero que su hijo se sienta mejor! No he hecho brownies en mucho tiempo. No tuve tiempo para cocinar hoy, así que planeo hacerlos mañana.","@mumswhobake I hope your child feels better! I haven't made brownies in a long time. I didn't have time to cook today, so I plan to make them tomorrow."
1693," It's difficult to stay positive, but I am grateful for @mcshelleyshell's help. It's strange that the help is coming from a faraway place.","Es difícil mantenerse positivo, pero estoy agradecido por la ayuda de @mcshellayshell. Es extraño que la ayuda venga de un lugar lejano.","It's hard to stay positive, but I'm grateful for the help of @mcshellayshell. It's strange that help comes from a faraway place."
1694, I just bought a new pair of shoes today.,Acabo de comprar un par de zapatos nuevos hoy.,I just bought a new pair of shoes today.
1695, Thanks for the compliment! I feel the same way about you! ;),Gracias por el cumplido! Me siento de la misma manera acerca de usted! ;),Thank you for the compliment! I feel the same way about you! ;)
1696," MarkYoung_, yes, and I'm already experiencing back pain from yesterday's gardening.","MarkYoung, sí, y ya estoy experimentando dolor de espalda de la jardinería de ayer.","MarkYoung, yes, and I'm already experiencing back pain from yesterday's gardening."
1697, I'll observe you while you're eating. Problem solved. I'm very broke.,"Te observaré mientras comes, problema resuelto, estoy muy quebrado.","I'll watch you eat, problem solved, I'm very broken."
1698, I require additional exercise as wearing heels is causing discomfort in my feet.,Requiero ejercicio adicional ya que usar tacones está causando molestias en mis pies.,I require additional exercise as wearing heels is causing discomfort to my feet.
1699, I've been working the whole day and now I'm annoyed that this task was assigned to me after my work hours.,He estado trabajando todo el día y ahora estoy molesto porque esta tarea me fue asignada después de mis horas de trabajo.,I've been working all day and now I'm upset because this task was assigned to me after my working hours.
1700, Does anyone know of a competent physician for a head transplant? I think I may require one.,¿Alguien sabe de un médico competente para un trasplante de cabeza? Creo que podría requerir uno.,Does anyone know about a competent doctor for a head transplant? Mm-hmm. I think it might require one.
1701, I'm angry at my male friends for having children and not arranging babysitters so they can go out. I will be staying at home tonight.,Estoy enojado con mis amigos varones por tener hijos y no arreglar niñeras para que puedan salir. Me quedaré en casa esta noche.,I'm angry with my male friends for having children and not fixing babysitters so they can get out. I'm staying home tonight.
1702," It's okay as long as you get your fix of Jonas, everything is fine. Laugh out loud.","Está bien, siempre y cuando consigas tu dosis de Jonas, todo está bien.","All right, as long as you get your dose of Jonas, everything's fine."
1703," My friends told me about Larry King, but I haven't watched it yet because I have to study.","Mis amigos me hablaron de Larry King, pero aún no lo he visto porque tengo que estudiar.","My friends told me about Larry King, but I haven't seen him yet because I have to study."
1704," Seeking recommendations for a guild name, preferably a single word. 'Ascension' and 'Genesis' are top choices but already in use. all input welcome.","Buscar recomendaciones para un nombre de gremio, preferiblemente una sola palabra. 'Ascensión' y 'Génesis' son las mejores opciones, pero ya están en uso.","Find recommendations for a guild name, preferably a single word. 'Ascension' and 'Genesis' are the best options, but they are already in use."
1705," ETown Michelle and Retrorewind Dave are disappointed because they listen to him every weekday, not just on Blockparty Fridays.","Etown Michelle y Retrorewind Dave están decepcionados porque lo escuchan todos los días de la semana, no sólo en Blockparty Fridays.","Etown Michelle and Retrorewind Dave are disappointed because they listen to it every day of the week, not just at Blockparty Fridays."
1706," @kinkpink, I agree with you! The design is unpleasant. I had hoped for a more impressive one.","@kinkpink, estoy de acuerdo con usted! El diseño es desagradable. Tenía la esperanza de una más impresionante.","@kinkpink, I agree with you! The design is unpleasant. I was hoping for a more impressive one."
1707," ""Great to see you again, @JonathanRKnight! Los Angeles missed you and we hope to see you soon in Atlanta.""","""¡Qué bueno verte de nuevo, @JonathanRKnight! Los Ángeles te extrañó y esperamos verte pronto en Atlanta.""","""Good to see you again, @JonathanRKnight! Los Angeles missed you and we look forward to seeing you in Atlanta soon."""
1708," Afterwards, that was all there was to it, a slight disappointment, but no big deal.","Después, eso fue todo, una ligera decepción, pero no fue gran cosa.","Then, that was all, a slight disappointment, but it was no big deal."
1709, I decided to stay in rather than go out. Looking forward to watching Michael MacIntyre.,"Decidí quedarme en lugar de salir, con ganas de ver a Michael MacIntyre.","I decided to stay instead of going out, wanting to see Michael MacIntyre."
1710," @RedCSteph, I really want to see it tonight, but things didn't work out. Hopefully, I can see it tomorrow.","@RedCSteph, realmente quiero verlo esta noche, pero las cosas no funcionaron. Con suerte, puedo verlo mañana.","@RedCSteph, I really want to see it tonight, but things didn't work out. Hopefully, I can see it tomorrow."
1711," ""Why are you, a nice girl like you, here? #strugglinginsociallifebecauseofgradschool"" - Sent to @katiebeth on Twitter.","""¿Por qué eres, una buena chica como tú, aquí? #luchando en la vida social debido a la escuela de posgrado"" - Enviado a @katiebeth en Twitter.","""Why are you, a good girl like you, here? #fighting in social life because of graduate school"" - Sent to @katiebeth on Twitter."
1712, I had completely forgotten how much time you have to spend waiting when you have a barbecue.,Había olvidado por completo cuánto tiempo tienes que pasar esperando cuando tienes una barbacoa.,I had completely forgotten how much time you have to spend waiting when you have a barbecue.
1713," @charlene_george, I haven't been there before, but I would like to visit someday.","@charlene_george, no he estado allí antes, pero me gustaría visitar algún día.","@charlene_george, I haven't been there before, but I'd like to visit someday."
1714, David is currently not doing well in the TCA and the author is urging others to vote for him to win awards.,David actualmente no está haciendo bien en la TCA y el autor está instando a otros a votar por él para ganar premios.,David is currently not doing well in the TCA and the author is urging others to vote for him to win prizes.
1715," The word limit is terrible! I have to split my writing into parts. Although I'm in Thailand right now, so I can't complain too much. xxx NEA.","La palabra límite es terrible! Tengo que dividir mi escritura en partes. Aunque estoy en Tailandia en este momento, así que no puedo quejarme demasiado. xxx NEA.","The word limit is terrible! I have to divide my writing into parts. Although I’m in Thailand right now, so I can’t complain too much. xxx NEA."
1716, Why is the distance between my bed and alarm clock so vast?,¿Por qué la distancia entre mi cama y el despertador es tan grande?,Why is the distance between my bed and the alarm clock so big?
1717," @queenkv - I understand now! I prefer the color purple, while Lindy prefers blue.","@queenkv - ¡Lo entiendo ahora! Prefiero el color púrpura, mientras que Lindy prefiere el azul.","@queenkv - I understand now! I prefer purple, while Lindy prefers blue."
1718," @MaternalSpark, I appreciate it, but I am extremely thrilled with all the information you continue to post on Twitter. I adore it.","@MaternalSpark, te lo agradezco, pero estoy muy emocionado con toda la información que sigues publicando en Twitter. Lo adoro.","@MaternalSpark, I appreciate it, but I'm really excited about all the information you keep posting on Twitter. I love it."
1719," ""I'm up!! It's the final day of the school break x.""","""Estoy despierto!! Es el último día del descanso de la escuela x.""","""I'm awake!! It's the last day of school break x."""
1720," @McFlyingGirl oh my gosh, I've read that book before and it's extremely humorous.","@McFlyingGirl oh Dios mío, he leído ese libro antes y es extremadamente humorístico.","@McFlyingGirl oh my God, I've read that book before and it's extremely humorous."
1721," I'm logging off Twitter since it's my sister's turn to use the computer. Goodbye, everyone!",Estoy registrando Twitter ya que es el turno de mi hermana de usar la computadora. ¡Adiós a todos!,"I'm registering Twitter as it's my sister's turn to use the computer. Bye, everybody!"
1722," @KCL1976 I wasn't feeling up for that type of film. Maybe I'll like it some other day. Right now, I'm still thinking about how great Star Trek was.","@KCL1976 No me sentía bien por ese tipo de película. Tal vez me guste algún otro día. Ahora mismo, sigo pensando en lo genial que era Star Trek.","@KCL1976 I didn't feel good about that kind of movie. Maybe I like it some other day. Right now, I keep thinking about how great Star Trek was."
1723, Mother's Day has the power to positively impact someone's day with just three simple words.,El Día de la Madre tiene el poder de impactar positivamente el día de alguien con solo tres palabras simples.,Mother's Day has the power to positively impact someone's day with just three simple words.
1724," I understand, my head hurts due to tree pollen, but my eyes are not affected. It feels like my head is swollen.","Entiendo, me duele la cabeza debido al polen de los árboles, pero mis ojos no se ven afectados. Se siente como si mi cabeza estuviera hinchada.","I understand, my head hurts because of the pollen in the trees, but my eyes are not affected. It feels like my head is swollen."
1725, Is it true that Metropolitan Theater will reopen? I remember reading about it but can't find the link.,¿Es cierto que el Teatro Metropolitano se reabrirá? Recuerdo haber leído sobre ello pero no puedo encontrar el enlace.,Is it true that the Metropolitan Theatre will reopen? I remember reading about it but I cannot find the link.
1726, I've just experienced a Mega Hot Flash attack and am now sitting down.,Acabo de experimentar un ataque de Mega Hot Flash y ahora estoy sentado.,I just experienced a Mega Hot Flash attack and now I'm sitting.
1727, Shaking my head: It's already June and yet it's cold outside.,Agitando mi cabeza: Ya es junio y sin embargo hace frío afuera.,Shaken my head: It's already June and yet it's cold outside.
1728," @crazykhw, I'm starting to doubt that it will come here. Also, do you know who won Jordan's competition?","@crazykhw, estoy empezando a dudar de que venga aquí. Además, ¿sabes quién ganó la competencia de Jordan?","@crazykhw, I'm starting to doubt you coming here. Also, do you know who won Jordan's competition?"
1729," @Donnette, I'm curious about which man you're talking about. Haha, I really like your toe socks and those rainbow socks are pretty!","@Donnette, tengo curiosidad por saber de qué hombre estás hablando. ¡Jaja, realmente me gustan tus calcetines de pies y esos calcetines arco iris son bonitos!","@Donnette, I'm curious to know which man you're talking about. Ha ha, I really like your foot socks and those rainbow socks are pretty!"
1730, @freosan is relieved that the person they are talking about is currently unavailable. They mention that they are watching a television series on DVD and are enjoying it immensely.,@freosan se siente aliviado de que la persona de la que están hablando no esté disponible actualmente. Mencionan que están viendo una serie de televisión en DVD y lo están disfrutando inmensamente.,@freosan is relieved that the person they are talking about is not currently available. They mention that they are watching a TV series on DVD and are enjoying it immensely.
1731," @ThomasHensel is searching for a warm and pleasant day, wondering about the life on the other side of the border.","@ThomasHensel está buscando un día cálido y agradable, preguntándose sobre la vida al otro lado de la frontera.","@ThomasHensel is looking for a warm and pleasant day, wondering about life across the border."
1732," Today I fell in love with a guitar and couldn't buy it, which broke my heart.","Hoy me enamoré de una guitarra y no pude comprarla, lo que me rompió el corazón.","Today I fell in love with a guitar and couldn't buy it, which broke my heart."
1733, @petewentz wants FBR fans to use the hashtag #Jizzersforlife to get it trending on Twitter. Thank you for your support!,@petewentz quiere que los fans de FBR usen el hashtag #Jizzersforlife para conseguir tendencias en Twitter. ¡Gracias por su apoyo!,@petewentz wants FBR fans to use the hashtag #Jizzersforlife to get trends on Twitter. Thank you for your support!
1734," ""I've begged for it so many times, but finally had to buy it with my own money. Same goes for concert tickets.""","""He rogado por ello muchas veces, pero finalmente tuve que comprarlo con mi propio dinero. Lo mismo vale para las entradas de concierto.""","""I have begged for it many times, but finally I had to buy it with my own money. The same goes for concert tickets."""
1735," @sarahbellafina will attempt to complete the task, but is experiencing difficulty due to a malfunctioning Tweetdeck.","@sarahbellafina intentará completar la tarea, pero está experimentando dificultades debido a un mal funcionamiento de Tweetdeck.","@sarahbellafina will try to complete the task, but is experiencing difficulties due to a malfunction of Tweetdeck."
1736," I didn't feel the earthquake, but Brett did.","No sentí el terremoto, pero Brett sí.","I didn't feel the earthquake, but Brett did."
1737," @she_shines92, I haven't been in the center before, and I think it's unlikely that I'll be able to. The competition for the rail is too intense. However, we'll attempt to arrive as early as we can.","@she_shines92, no he estado en el centro antes, y creo que es poco probable que sea capaz de hacerlo. La competencia por el ferrocarril es demasiado intensa. Sin embargo, intentaremos llegar tan pronto como podamos.","@she_shines92, I have not been in the center before, and I think it is unlikely that I will be able to do so. The competition for the railway is too intense. However, we will try to arrive as soon as we can."
1738, I'm shy. And you're also busy getting on board. Haha! The last Saturday of June is the next one.,Soy tímido y tú también estás ocupado subiendo a bordo el último sábado de junio es el próximo.,I'm shy and you're busy getting on board the last Saturday of June is next.
1739, @limegreenmodern states that they don't like it when pictures turn out poorly and acknowledges that they also need to retake some of their own photos.,@limegreenmodern afirma que no les gusta cuando las fotos salen mal y reconoce que también necesitan volver a tomar algunas de sus propias fotos.,@limeenmodern claims they don't like it when photos go wrong and recognizes that they also need to take some of their own photos again.
1740, I'm off to make some popcorn and will return shortly.,Voy a hacer palomitas de maíz y volveré pronto.,I'll make popcorn and I'll be back soon.
1741," @lunglock, I feel the same way! I also adore my stuffed animals, and when I see my Eeyore, it warms my heart. <3","@lunglock, me siento de la misma manera! También adoro a mis animales de peluche, y cuando veo mi Eeyore, calienta mi corazón. <3","@lunglock, I feel the same way! I also love my stuffed animals, and when I see my Eeyore, it warms my heart. <3"
1742," ""@_Chelsea_Marie have you watched it yet? I haven't. I'm dealing with agoraphobia, so it's challenging for me.""","""@_Chelesa_Marie ¿lo has visto todavía? No lo he visto. Estoy lidiando con la agorafobia, así que es un reto para mí"".","""@_Chelesa_Marie have you seen him yet? I haven't seen him. I'm dealing with agoraphobia, so it's a challenge for me."""
1743," ""I came up with the word 'ington' as a joke, thought it was cool. Gotta go restock now. We just finished. How have you been?""","""Se me ocurrió la palabra 'ington' como una broma, pensé que era genial. Tengo que reabastecer ahora. Acabamos de terminar. ¿Cómo has estado?""","""I came up with the word 'ington' as a joke, I thought it was great. I have to resupply now. We just finished. How have you been?"""
1744," @dumbwhore I agree, automated messages can be irritating, although they do have their purpose.","@dumbwhore Estoy de acuerdo, los mensajes automatizados pueden ser irritantes, aunque tienen su propósito.","@dumbwhore I agree, automated messages can be irritating, although they have their purpose."
1745," A Boston resident named Kylie Cross has shared on Twitter that an OB/GYN once told her that pregnancy lasts for one month too long, and after experiencing four pregnancies, she agrees with the statement.","Una residente de Boston llamada Kylie Cross ha compartido en Twitter que un OB/GYN una vez le dijo que el embarazo dura un mes demasiado, y después de experimentar cuatro embarazos, ella está de acuerdo con la declaración.","A Boston resident named Kylie Cross has shared on Twitter that an OB/GYN once told her that pregnancy lasts a month too long, and after experiencing four pregnancies, she agrees with the statement."
1746," Jennifer, goodbye and have a fantastic day. I'm going to bed.","Jennifer, adiós y que tengas un día fantástico, me voy a la cama.","Jennifer, goodbye and have a fantastic day, I'm going to bed."
1747, Kev (wearing blue) and Danielle (wearing green and yellow) appear to have ended their relationship as indicated by the sad face emoticon.,Kev (con el azul) y Danielle (con el verde y el amarillo) parecen haber terminado su relación como lo indica el emoticono cara triste.,Kev (with blue) and Danielle (with green and yellow) seem to have ended their relationship as indicated by the sad-faced emoticon.
1748," @sallismoney, why are you expressing disapproval towards me? What have I done to deserve it? I am suffering..","@sallismoney, ¿por qué estás expresando desaprobación hacia mí? ¿Qué he hecho para merecerlo? Estoy sufriendo..","@sallismoney, why are you expressing disapproval towards me? What have I done to deserve it? I am suffering.."
1749," Today during lunch, we played frisbee and tested out a new aerobie which flew for the first time. Playing frisbee is awesome.","Hoy durante el almuerzo, jugamos frisbee y probamos un nuevo aerobio que voló por primera vez. Jugar frisbee es impresionante.","Today at lunch, we played frisbee and tried a new aerobic that flew for the first time. Playing frisbee is awesome."
1750," Thank you so much, Issie! Also, I'm excited about watching JB3DCE today!","Muchas gracias, Issie! Además, estoy emocionado de ver JB3DCE hoy!","Thank you very much, Issie! Besides, I am excited to see JB3DCE today!"
1751," Kirstie Alley watched and sang along to ""Don't forget the Lyrics"" and jokingly stated that she would have won if she had participated.","Kirstie Alley miró y cantó a lo largo de ""No te olvides de las letras"" y en broma declaró que habría ganado si hubiera participado.","Kirstie Alley looked and sang along ""Don't forget the lyrics"" and jokingly declared that she would have won if she had participated."
1752," I don't have much going on, just watching the TV show Good Eats with Alton Brown - it's one of the best shows ever!","No tengo mucho en marcha, sólo viendo el programa de televisión Good Eats con Alton Brown - ¡es uno de los mejores programas de la historia!","I don't have much going on, just watching the Good Eats TV show with Alton Brown - it's one of the best shows ever!"
1753, Wow.. My mom has the same saree as the President's.,Mi madre tiene el mismo saree que el del presidente.,My mother has the same saree as the president's.
1754," @maikaii, after your pedicure, please show off your sandals to me.","@maikaii, después de tu pedicura, por favor muéstrame tus sandalias.","@maikaii, after your pedicure, please show me your sandals."
1755," We will watch the first DVD of the ""Dogma"" marathon, but it's still too early to start drinking wine.","Veremos el primer DVD de la maratón ""Dogma"", pero todavía es demasiado pronto para empezar a beber vino.","We'll watch the first DVD of the ""Dogma"" marathon, but it's still too early to start drinking wine."
1756," @danamorphic, even though I haven't slept much, I could have gone instead of you. However, never mind, we can plan to go another time.","@danamorphic, a pesar de que no he dormido mucho, podría haber ido en lugar de ti. Sin embargo, no importa, podemos planear ir en otro momento.","@danamorphic, even though I haven't slept much, could have gone instead of you. However, no matter, we can plan to go another time."
1757," Hey Twitter, won't be here today so no tweets or blog posts. I have work to do and also need a break.","Hey Twitter, no estará aquí hoy así que no hay tweets o posts de blog. Tengo trabajo que hacer y también necesito un descanso.","Hey Twitter, it won't be here today so there are no tweets or blog posts. I have work to do and I also need a break."
1758," I'll return soon, I recorded ""The Unit"" and I'll be watching it. Don't miss me too much.","Volveré pronto, grabé ""La Unidad"" y estaré vigilándola.","I'll be back soon, I recorded ""The Unit"" and I'll be watching her."
1759," @laryissa, simply check out the initial page of her tweets, and you'll immediately see it.","@laryissa, simplemente echa un vistazo a la página inicial de sus tuits, y lo verás inmediatamente.","@laryissa, just take a look at the home page of your tweets, and you'll see it immediately."
1760, I have Saturday dinner sorted with your tart and @felsull's blueberry crumble.,Tengo la cena del sábado arreglada con tu tarta y el crujido de arándanos de @felsull.,I have Saturday dinner arranged with your cake and the @felsull cranberry creak.
1761," After setting a Facebook username, I have a sense of obligation to remove personal content and keep it strictly professional.","Después de establecer un nombre de usuario de Facebook, tengo el sentido de la obligación de eliminar el contenido personal y mantenerlo estrictamente profesional.","After establishing a Facebook username, I have the sense of obligation to delete personal content and keep it strictly professional."
1762," @mitchelmusso, Vancouver? Your MySpace shows it but there's no location posted. My summer's ruined if you're not coming.","@mitchelmusso, Vancouver? Tu MySpace lo muestra, pero no hay ninguna ubicación publicada. Mi verano está arruinado si no vienes.","@mitchelmusso, Vancouver? Your MySpace shows it, but there is no published location. My summer is ruined if you don’t come."
1763," I'm headed to the gym at 9 for Pump, Spin, and Killer Abs. I can already feel the burn!","Me dirijo al gimnasio a las 9 para Pump, Spin y Killer Abs. ¡Ya puedo sentir la quemadura!","I'm heading to the gym at 9:00 for Pump, Spin and Killer Abs. I can feel the burn now!"
1764, It is even harder to solve other people's issues.,Es aún más difícil resolver los problemas de otras personas.,It's even harder to solve other people's problems.
1765," ""I aim to have another chance to meet her without being rushed by her team. I was so in awe that I couldn't think straight.""","""Pretendo tener otra oportunidad de conocerla sin que su equipo se precipite. Estaba tan asombrada que no podía pensar con claridad"".","""I intend to have another chance to meet her without her team rushing. I was so amazed that I couldn't think clearly."""
1766, Will you be available on Skype when you return?,¿Estarás disponible en Skype cuando regreses?,Will you be available on Skype when you get back?
1767," Wow! Someone gave me an honest anonymous writing review. It's frustrating that my longer pieces never seem to get completed and therefore, cannot be published.","Wow! Alguien me dio una crítica de escritura anónima honesta. Es frustrante que mis piezas más largas nunca parecen completarse y por lo tanto, no pueden ser publicadas.",Wow! Someone gave me an honest anonymous writing review. It’s frustrating that my longer pieces never seem to be completed and therefore cannot be published.
1768, I've been found by the event planner and requested to perform at their 20th anniversary celebration.,Me ha encontrado el planificador del evento y me ha pedido que actue en su celebración del 20o aniversario.,He found me the event planner and asked me to act on his 20th anniversary celebration.
1769," @vicxtorixous, I am unable to spot the reptile in the picture. Haha.","@vicxtorixous, no puedo ver el reptil en la foto.","@vicxtorixous, I can't see the reptile in the photo."
1770, @InvoiceNinja *laughs* Haha...it's 1am where I am and I have just returned home from work...haha...have a good night's sleep!,@InvoiceNinja *risas* Haha... es la 1 a.m. donde estoy y acabo de regresar a casa del trabajo... jaha... ¡duerme bien la noche!,@InvoiceNinja *risas* Haha... it's 1 a.m. where I am and I just got home from work... haha... sleep well the night!
1771," @vindiekins I sense Tanya's animosity towards me, but it's ineffective as I am unaware of what would hurt Linus the most. What is his biggest vulnerability?","@vindiekins Siento la animosidad de Tanya hacia mí, pero es ineficaz ya que no soy consciente de lo que más lastimaría a Linus. ¿Cuál es su mayor vulnerabilidad?","@vindiekins I feel Tanya's animosity towards me, but it is ineffective as I am not aware of what would hurt Linus the most. What is his greatest vulnerability?"
1772," Taylor Swift was performing near my dad's place last week, and I regret not being there.","Taylor Swift estaba actuando cerca de la casa de mi padre la semana pasada, y lamento no haber estado allí.","Taylor Swift was acting near my father's house last week, and I'm sorry I wasn't there."
1773," @lobsterandchick, whom I consider to be a kind person, thinks that people like Susan Boyle are also kind. However, others, including God, may have a different opinion.","@lobsterandchick, a quien considero una persona amable, piensa que personas como Susan Boyle también son amables. Sin embargo, otros, incluyendo a Dios, pueden tener una opinión diferente.","@lobsterandchick, whom I consider a kind person, thinks that people like Susan Boyle are also kind. However, others, including God, may have a different opinion."
1774," I had an amazingly cool lunch, thanks to my sister. I'll be sharing some pictures of it soon.","Tuve un almuerzo increíblemente genial, gracias a mi hermana. Voy a compartir algunas fotos de ella pronto.","I had an incredibly great lunch, thanks to my sister. I’ll share some pictures of her soon."
1775, I'm wondering if someone can give me a ride to my orthodontist.,Me pregunto si alguien puede llevarme a mi ortodoncista.,I wonder if anyone can take me to my orthodontist.
1776," @JJWebshows, I missed the show. Can you tell me what was inside the package?","@JJWebshows, me perdí el show. ¿Puedes decirme qué había dentro del paquete?","@JJWebshows, I missed the show. Can you tell me what was inside the package?"
1777," Good morning Alexandra, we hope you tweet frequently today. We miss seeing your tweets. XX","Buenos días Alexandra, esperamos que tuitees con frecuencia hoy. Echamos de menos ver tus tuits. XX","Good morning Alexandra, we expect you to tweet frequently today. We miss watching your tweets. XX"
1778," ""This would make your back blue, Becky. Haha xx.""","""Esto te haría azul la espalda, Becky.","""This would make your back blue, Becky."
1779," @d3causey, I cannot take it because Facebook is being ridiculous and instructing me to make my own. :-S","@d3causey, no puedo aceptarlo porque Facebook está siendo ridículo y me está instruyendo a hacer el mío propio. :-S","@d3causey, I can't accept it because Facebook is being ridiculous and is instructing me to make my own. :-S"
1780, I woke up today and realized that I need to study for my history exam tomorrow. I am feeling worried about it.,Me desperté hoy y me di cuenta de que necesito estudiar para mi examen de historia mañana. Me siento preocupado por ello.,I woke up today and realized that I need to study for my history exam tomorrow. I’m worried about it.
1781," If Australia hosts the soccer world cup in 2018/2022, it will take place in Canberra rather than Sydney.","Si Australia acoge la Copa Mundial de Fútbol en 2018/2022, tendrá lugar en Canberra en lugar de Sydney.","If Australia hosts the World Cup in 2018/2022, it will take place in Canberra instead of Sydney."
1782, @dirtbagdiaries: I appreciated her perspective on mothers asserting their right to playtime - too many of us overlook it!,@dirtbagdiaries: Aprecié su perspectiva sobre las madres que afirman su derecho a jugar - ¡demasiados de nosotros lo pasamos por alto!,@dirtbagdiaries: I appreciated your perspective on mothers who claim their right to play - too many of us overlook it!
1783, @Yyss123 will be seeing an orthodontist on Thursday after a 6-month break from the dentist. They are anticipating the visit with anticipation and a hint of nervousness.,@Yyss123 estará viendo a un ortodoncista el jueves después de un descanso de 6 meses del dentista. Están anticipando la visita con anticipación y un toque de nerviosismo.,@Yyss123 will be seeing an orthodontist on Thursday after a 6 month dentist break. They are anticipating the visit ahead of time and a touch of nervousness.
